Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_24_29,VPWR,li1,19.3200,78.8800,1.799988
FILLER_24_22,VPWR,li1,16.1000,78.8800,1.799988
FILLER_24_13,VPWR,li1,12.4200,78.8800,1.799988
FILLER_24_7,VPWR,li1,9.2000,78.8800,1.799988
FILLER_23_185,VPWR,li1,90.8500,73.4400,1.799998
FILLER_23_177,VPWR,li1,88.7800,73.4400,1.799998
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799998
FILLER_23_161,VPWR,li1,80.9600,73.4400,1.799998
FILLER_23_140,VPWR,li1,70.1500,73.4400,1.799998
FILLER_23_136,VPWR,li1,69.0000,73.4400,1.799998
FILLER_23_125,VPWR,li1,63.4800,73.4400,1.799998
FILLER_23_113,VPWR,li1,60.2600,73.4400,1.799998
FILLER_23_104,VPWR,li1,55.2000,73.4400,1.799999
FILLER_23_95,VPWR,li1,49.6800,73.4400,1.799999
FILLER_23_86,VPWR,li1,45.7700,73.4400,1.799999
FILLER_23_67,VPWR,li1,37.7200,73.4400,1.799999
FILLER_23_57,VPWR,li1,32.2000,73.4400,1.799999
FILLER_23_55,VPWR,li1,31.0500,73.4400,1.799999
FILLER_23_49,VPWR,li1,29.4400,73.4400,1.799999
FILLER_23_29,VPWR,li1,19.7800,73.4400,1.800000
FILLER_23_20,VPWR,li1,16.1000,73.4400,1.800000
FILLER_23_15,VPWR,li1,12.8800,73.4400,1.800000
FILLER_23_7,VPWR,li1,10.5800,73.4400,1.800000
FILLER_22_184,VPWR,li1,90.6200,73.4400,1.799998
FILLER_22_180,VPWR,li1,88.5500,73.4400,1.799998
FILLER_22_174,VPWR,li1,86.9400,73.4400,1.799998
FILLER_22_145,VPWR,li1,72.4500,73.4400,1.799998
FILLER_22_141,VPWR,li1,71.3000,73.4400,1.799998
FILLER_22_137,VPWR,li1,69.2300,73.4400,1.799998
FILLER_22_129,VPWR,li1,66.7000,73.4400,1.799998
FILLER_22_116,VPWR,li1,59.5700,73.4400,1.799998
FILLER_22_108,VPWR,li1,57.0400,73.4400,1.799998
FILLER_22_91,VPWR,li1,48.7600,73.4400,1.799999
FILLER_22_83,VPWR,li1,43.9300,73.4400,1.799999
FILLER_22_59,VPWR,li1,33.5800,73.4400,1.799999
FILLER_22_44,VPWR,li1,27.1400,73.4400,1.799999
FILLER_22_15,VPWR,li1,12.6500,73.4400,1.800000
FILLER_22_3,VPWR,li1,7.3600,73.4400,1.800000
FILLER_21_167,VPWR,li1,82.5700,68.0000,1.799767
FILLER_21_161,VPWR,li1,80.9600,68.0000,1.799773
FILLER_21_157,VPWR,li1,77.9700,68.0000,1.799782
FILLER_21_153,VPWR,li1,76.1300,68.0000,1.799788
FILLER_21_145,VPWR,li1,74.0600,68.0000,1.799794
FILLER_21_138,VPWR,li1,69.4600,68.0000,1.799809
FILLER_21_130,VPWR,li1,67.1600,68.0000,1.799817
FILLER_21_116,VPWR,li1,59.3400,68.0000,1.799846
FILLER_21_94,VPWR,li1,48.9900,68.0000,1.799876
FILLER_21_87,VPWR,li1,45.7700,68.0000,1.799892
FILLER_21_78,VPWR,li1,42.0900,68.0000,1.799898
FILLER_21_70,VPWR,li1,39.5600,68.0000,1.799907
FILLER_21_44,VPWR,li1,27.1400,68.0000,1.799952
FILLER_21_39,VPWR,li1,23.9200,68.0000,1.799958
FILLER_21_33,VPWR,li1,20.9300,68.0000,1.799967
FILLER_21_26,VPWR,li1,17.9400,68.0000,1.799967
FILLER_21_13,VPWR,li1,11.7300,68.0000,1.799967
FILLER_21_3,VPWR,li1,7.1300,68.0000,1.799967
FILLER_20_165,VPWR,li1,81.6500,68.0000,1.799773
FILLER_20_161,VPWR,li1,80.5000,68.0000,1.799773
FILLER_20_149,VPWR,li1,76.8200,68.0000,1.799788
FILLER_20_132,VPWR,li1,66.4700,68.0000,1.799823
FILLER_20_128,VPWR,li1,65.3200,68.0000,1.799823
FILLER_20_109,VPWR,li1,57.5000,68.0000,1.799853
FILLER_20_90,VPWR,li1,47.1500,68.0000,1.799882
FILLER_20_74,VPWR,li1,40.2500,68.0000,1.799907
FILLER_20_62,VPWR,li1,36.8000,68.0000,1.799916
FILLER_20_50,VPWR,li1,28.9800,68.0000,1.799941
FILLER_20_38,VPWR,li1,25.7600,68.0000,1.799952
FILLER_20_20,VPWR,li1,16.5600,68.0000,1.799967
FILLER_20_13,VPWR,li1,11.7300,68.0000,1.799967
FILLER_20_7,VPWR,li1,10.1200,68.0000,1.799967
FILLER_19_180,VPWR,li1,88.7800,62.5600,1.799955
FILLER_19_164,VPWR,li1,81.8800,62.5600,1.799956
FILLER_19_141,VPWR,li1,70.6100,62.5600,1.799963
FILLER_19_136,VPWR,li1,68.3100,62.5600,1.799964
FILLER_19_125,VPWR,li1,63.2500,62.5600,1.799967
FILLER_19_113,VPWR,li1,60.2600,62.5600,1.799970
FILLER_19_111,VPWR,li1,56.8100,62.5600,1.799971
FILLER_19_107,VPWR,li1,55.6600,62.5600,1.799973
FILLER_19_89,VPWR,li1,49.2200,62.5600,1.799976
FILLER_19_80,VPWR,li1,42.5500,62.5600,1.799981
FILLER_19_69,VPWR,li1,39.1000,62.5600,1.799982
FILLER_19_57,VPWR,li1,32.2000,62.5600,1.799987
FILLER_19_53,VPWR,li1,30.5900,62.5600,1.799988
FILLER_19_45,VPWR,li1,28.0600,62.5600,1.799990
FILLER_19_25,VPWR,li1,19.7800,62.5600,1.799994
FILLER_19_15,VPWR,li1,13.8000,62.5600,1.799994
FILLER_19_3,VPWR,li1,9.6600,62.5600,1.799994
FILLER_18_185,VPWR,li1,90.8500,62.5600,1.799955
FILLER_18_141,VPWR,li1,71.0700,62.5600,1.799963
FILLER_18_139,VPWR,li1,69.6900,62.5600,1.799964
FILLER_18_131,VPWR,li1,67.6200,62.5600,1.799965
FILLER_18_106,VPWR,li1,54.5100,62.5600,1.799973
FILLER_18_98,VPWR,li1,52.4400,62.5600,1.799974
FILLER_18_83,VPWR,li1,43.9300,62.5600,1.799979
FILLER_18_79,VPWR,li1,42.7800,62.5600,1.799981
FILLER_18_52,VPWR,li1,30.1300,62.5600,1.799988
FILLER_18_44,VPWR,li1,27.6000,62.5600,1.799990
FILLER_18_25,VPWR,li1,17.7100,62.5600,1.799994
FILLER_18_17,VPWR,li1,15.1800,62.5600,1.799994
FILLER_18_3,VPWR,li1,8.7400,62.5600,1.799994
FILLER_17_182,VPWR,li1,90.1600,57.1200,1.799955
FILLER_17_165,VPWR,li1,82.1100,57.1200,1.799958
FILLER_17_157,VPWR,li1,78.2000,57.1200,1.799960
FILLER_17_150,VPWR,li1,75.2100,57.1200,1.799962
FILLER_17_138,VPWR,li1,71.7600,57.1200,1.799965
FILLER_17_125,VPWR,li1,63.2500,57.1200,1.799969
FILLER_17_117,VPWR,li1,61.1800,57.1200,1.799970
FILLER_17_109,VPWR,li1,56.3500,57.1200,1.799973
FILLER_17_101,VPWR,li1,53.8200,57.1200,1.799974
FILLER_17_91,VPWR,li1,48.0700,57.1200,1.799978
FILLER_17_83,VPWR,li1,45.5400,57.1200,1.799980
FILLER_17_71,VPWR,li1,40.9400,57.1200,1.799982
FILLER_17_61,VPWR,li1,34.0400,57.1200,1.799987
FILLER_17_54,VPWR,li1,30.8200,57.1200,1.799988
FILLER_17_38,VPWR,li1,23.4600,57.1200,1.799992
FILLER_17_29,VPWR,li1,19.5500,57.1200,1.799994
FILLER_17_21,VPWR,li1,17.0200,57.1200,1.799994
FILLER_17_3,VPWR,li1,7.1300,57.1200,1.799994
FILLER_16_160,VPWR,li1,79.5800,57.1200,1.799960
FILLER_16_152,VPWR,li1,76.3600,57.1200,1.799961
FILLER_16_141,VPWR,li1,70.6100,57.1200,1.799965
FILLER_16_138,VPWR,li1,69.4600,57.1200,1.799966
FILLER_16_116,VPWR,li1,61.6400,57.1200,1.799970
FILLER_16_104,VPWR,li1,56.1200,57.1200,1.799973
FILLER_16_96,VPWR,li1,49.9100,57.1200,1.799977
FILLER_16_92,VPWR,li1,48.7600,57.1200,1.799978
FILLER_16_75,VPWR,li1,40.2500,57.1200,1.799983
FILLER_16_61,VPWR,li1,34.0400,57.1200,1.799987
FILLER_16_53,VPWR,li1,31.7400,57.1200,1.799988
FILLER_16_41,VPWR,li1,27.1400,57.1200,1.799991
FILLER_16_35,VPWR,li1,21.8500,57.1200,1.799994
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799994
FILLER_16_19,VPWR,li1,16.1000,57.1200,1.799994
FILLER_16_7,VPWR,li1,9.2000,57.1200,1.799994
FILLER_15_165,VPWR,li1,82.1100,51.6800,1.800000
FILLER_15_144,VPWR,li1,72.6800,51.6800,1.800000
FILLER_15_138,VPWR,li1,69.2300,51.6800,1.800000
FILLER_15_134,VPWR,li1,68.0800,51.6800,1.800000
FILLER_15_122,VPWR,li1,64.4000,51.6800,1.800000
FILLER_15_113,VPWR,li1,57.7300,51.6800,1.800000
FILLER_15_109,VPWR,li1,56.3500,51.6800,1.800000
FILLER_15_97,VPWR,li1,52.9000,51.6800,1.800000
FILLER_15_85,VPWR,li1,47.3800,51.6800,1.800000
FILLER_15_65,VPWR,li1,37.2600,51.6800,1.800000
FILLER_15_52,VPWR,li1,30.3600,51.6800,1.800000
FILLER_15_38,VPWR,li1,23.6900,51.6800,1.800000
FILLER_15_23,VPWR,li1,16.3300,51.6800,1.800000
FILLER_15_15,VPWR,li1,14.2600,51.6800,1.800000
FILLER_15_3,VPWR,li1,9.6600,51.6800,1.800000
FILLER_14_184,VPWR,li1,90.6200,51.6800,1.800000
FILLER_14_160,VPWR,li1,79.5800,51.6800,1.800000
FILLER_14_153,VPWR,li1,76.3600,51.6800,1.800000
FILLER_14_141,VPWR,li1,73.1400,51.6800,1.800000
FILLER_14_139,VPWR,li1,69.6900,51.6800,1.800000
FILLER_14_133,VPWR,li1,68.0800,51.6800,1.800000
FILLER_14_121,VPWR,li1,63.9400,51.6800,1.800000
FILLER_14_114,VPWR,li1,58.8800,51.6800,1.800000
FILLER_14_108,VPWR,li1,55.8900,51.6800,1.800000
FILLER_14_89,VPWR,li1,46.6900,51.6800,1.800000
FILLER_14_85,VPWR,li1,45.5400,51.6800,1.800000
FILLER_14_80,VPWR,li1,43.2400,51.6800,1.800000
FILLER_14_73,VPWR,li1,39.3300,51.6800,1.800000
FILLER_14_44,VPWR,li1,26.4500,51.6800,1.800000
FILLER_14_36,VPWR,li1,23.9200,51.6800,1.800000
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.800000
FILLER_14_19,VPWR,li1,16.1000,51.6800,1.800000
FILLER_14_7,VPWR,li1,11.5000,51.6800,1.800000
FILLER_13_184,VPWR,li1,90.6200,46.2400,1.800000
FILLER_13_169,VPWR,li1,83.7200,46.2400,1.800000
FILLER_13_165,VPWR,li1,82.1100,46.2400,1.800000
FILLER_13_157,VPWR,li1,79.5800,46.2400,1.800000
FILLER_13_145,VPWR,li1,74.9800,46.2400,1.800000
FILLER_13_121,VPWR,li1,61.8700,46.2400,1.800000
FILLER_13_113,VPWR,li1,59.3400,46.2400,1.800000
FILLER_13_111,VPWR,li1,56.8100,46.2400,1.800000
FILLER_13_100,VPWR,li1,53.3600,46.2400,1.800000
FILLER_13_76,VPWR,li1,42.3200,46.2400,1.800000
FILLER_13_64,VPWR,li1,35.4200,46.2400,1.800000
FILLER_13_49,VPWR,li1,28.9800,46.2400,1.800000
FILLER_13_32,VPWR,li1,22.0800,46.2400,1.800000
FILLER_13_3,VPWR,li1,7.1300,46.2400,1.800000
FILLER_12_183,VPWR,li1,90.3900,46.2400,1.800000
FILLER_12_145,VPWR,li1,72.4500,46.2400,1.800000
FILLER_12_141,VPWR,li1,71.3000,46.2400,1.800000
FILLER_12_138,VPWR,li1,69.4600,46.2400,1.800000
FILLER_12_130,VPWR,li1,65.5500,46.2400,1.800000
FILLER_12_118,VPWR,li1,62.5600,46.2400,1.800000
FILLER_12_106,VPWR,li1,54.7400,46.2400,1.800000
FILLER_12_88,VPWR,li1,46.9200,46.2400,1.800000
FILLER_12_82,VPWR,li1,43.7000,46.2400,1.800000
FILLER_12_46,VPWR,li1,27.1400,46.2400,1.800000
FILLER_12_36,VPWR,li1,23.0000,46.2400,1.800000
FILLER_12_3,VPWR,li1,7.5900,46.2400,1.800000
FILLER_11_185,VPWR,li1,90.8500,40.8000,1.800000
FILLER_11_158,VPWR,li1,78.8900,40.8000,1.800000
FILLER_11_145,VPWR,li1,72.4500,40.8000,1.800000
FILLER_11_141,VPWR,li1,71.3000,40.8000,1.800000
FILLER_11_137,VPWR,li1,68.7700,40.8000,1.800000
FILLER_11_129,VPWR,li1,66.7000,40.8000,1.800000
FILLER_11_121,VPWR,li1,61.6400,40.8000,1.800000
FILLER_11_104,VPWR,li1,54.2800,40.8000,1.800000
FILLER_11_80,VPWR,li1,43.0100,40.8000,1.800000
FILLER_11_55,VPWR,li1,31.0500,40.8000,1.800000
FILLER_11_43,VPWR,li1,28.0600,40.8000,1.800000
FILLER_11_31,VPWR,li1,20.0100,40.8000,1.800000
FILLER_11_23,VPWR,li1,17.9400,40.8000,1.800000
FILLER_11_11,VPWR,li1,13.3400,40.8000,1.800000
FILLER_10_179,VPWR,li1,88.5500,40.8000,1.800000
FILLER_10_169,VPWR,li1,83.7200,40.8000,1.800000
FILLER_10_161,VPWR,li1,81.4200,40.8000,1.800000
FILLER_10_133,VPWR,li1,66.9300,40.8000,1.800000
FILLER_10_108,VPWR,li1,55.8900,40.8000,1.800000
FILLER_10_100,VPWR,li1,53.3600,40.8000,1.800000
FILLER_10_93,VPWR,li1,48.7600,40.8000,1.800000
FILLER_10_72,VPWR,li1,38.8700,40.8000,1.800000
FILLER_10_56,VPWR,li1,31.7400,40.8000,1.800000
FILLER_10_40,VPWR,li1,24.1500,40.8000,1.800000
FILLER_10_29,VPWR,li1,19.5500,40.8000,1.800000
FILLER_10_25,VPWR,li1,17.7100,40.8000,1.800000
FILLER_10_13,VPWR,li1,14.2600,40.8000,1.800000
FILLER_10_3,VPWR,li1,7.1300,40.8000,1.800000
FILLER_9_185,VPWR,li1,90.8500,35.3600,1.800000
FILLER_9_181,VPWR,li1,89.7000,35.3600,1.800000
FILLER_9_169,VPWR,li1,86.0200,35.3600,1.800000
FILLER_9_156,VPWR,li1,80.0400,35.3600,1.800000
FILLER_9_152,VPWR,li1,75.6700,35.3600,1.800000
FILLER_9_143,VPWR,li1,71.5300,35.3600,1.800000
FILLER_9_137,VPWR,li1,69.9200,35.3600,1.800000
FILLER_9_131,VPWR,li1,66.0100,35.3600,1.800000
FILLER_9_125,VPWR,li1,64.4000,35.3600,1.800000
FILLER_9_113,VPWR,li1,60.2600,35.3600,1.800000
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.800000
FILLER_9_105,VPWR,li1,55.2000,35.3600,1.800000
FILLER_9_99,VPWR,li1,51.2900,35.3600,1.800000
FILLER_9_93,VPWR,li1,49.6800,35.3600,1.800000
FILLER_9_81,VPWR,li1,45.5400,35.3600,1.800000
FILLER_9_69,VPWR,li1,40.0200,35.3600,1.800000
FILLER_9_57,VPWR,li1,34.5000,35.3600,1.800000
FILLER_9_55,VPWR,li1,31.0500,35.3600,1.800000
FILLER_9_51,VPWR,li1,29.9000,35.3600,1.800000
FILLER_9_29,VPWR,li1,19.0900,35.3600,1.800000
FILLER_9_25,VPWR,li1,17.9400,35.3600,1.800000
FILLER_9_13,VPWR,li1,11.7300,35.3600,1.800000
FILLER_9_3,VPWR,li1,7.1300,35.3600,1.800000
FILLER_8_174,VPWR,li1,88.3200,35.3600,1.800000
FILLER_8_166,VPWR,li1,82.1100,35.3600,1.800000
FILLER_8_162,VPWR,li1,80.9600,35.3600,1.800000
FILLER_8_147,VPWR,li1,73.3700,35.3600,1.800000
FILLER_8_141,VPWR,li1,71.7600,35.3600,1.800000
FILLER_8_139,VPWR,li1,69.6900,35.3600,1.800000
FILLER_8_127,VPWR,li1,66.7000,35.3600,1.800000
FILLER_8_115,VPWR,li1,61.1800,35.3600,1.800000
FILLER_8_105,VPWR,li1,54.2800,35.3600,1.800000
FILLER_8_85,VPWR,li1,45.5400,35.3600,1.800000
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.800000
FILLER_8_75,VPWR,li1,41.8600,35.3600,1.800000
FILLER_8_59,VPWR,li1,32.8900,35.3600,1.800000
FILLER_8_51,VPWR,li1,30.8200,35.3600,1.800000
FILLER_8_29,VPWR,li1,19.3200,35.3600,1.800000
FILLER_8_26,VPWR,li1,17.9400,35.3600,1.800000
FILLER_8_18,VPWR,li1,15.6400,35.3600,1.800000
FILLER_8_7,VPWR,li1,10.5800,35.3600,1.800000
FILLER_7_183,VPWR,li1,90.3900,29.9200,1.800000
FILLER_7_152,VPWR,li1,76.8200,29.9200,1.800000
FILLER_7_140,VPWR,li1,72.6800,29.9200,1.800000
FILLER_7_118,VPWR,li1,61.6400,29.9200,1.800000
FILLER_7_113,VPWR,li1,57.7300,29.9200,1.800000
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.800000
FILLER_7_107,VPWR,li1,55.6600,29.9200,1.800000
FILLER_7_95,VPWR,li1,51.9800,29.9200,1.800000
FILLER_7_45,VPWR,li1,27.6000,29.9200,1.800000
FILLER_7_33,VPWR,li1,23.4600,29.9200,1.800000
FILLER_7_24,VPWR,li1,17.4800,29.9200,1.800000
FILLER_7_3,VPWR,li1,7.5900,29.9200,1.800000
FILLER_6_178,VPWR,li1,89.2400,29.9200,1.800000
FILLER_6_170,VPWR,li1,84.1800,29.9200,1.800000
FILLER_6_156,VPWR,li1,77.9700,29.9200,1.800000
FILLER_6_138,VPWR,li1,69.4600,29.9200,1.800000
FILLER_6_118,VPWR,li1,60.4900,29.9200,1.800000
FILLER_6_110,VPWR,li1,57.9600,29.9200,1.800000
FILLER_6_99,VPWR,li1,51.5200,29.9200,1.800000
FILLER_6_91,VPWR,li1,49.2200,29.9200,1.800000
FILLER_6_78,VPWR,li1,41.8600,29.9200,1.800000
FILLER_6_66,VPWR,li1,38.6400,29.9200,1.800000
FILLER_6_54,VPWR,li1,31.7400,29.9200,1.800000
FILLER_6_47,VPWR,li1,27.6000,29.9200,1.800000
FILLER_6_36,VPWR,li1,23.4600,29.9200,1.800000
FILLER_6_20,VPWR,li1,14.9500,29.9200,1.800000
FILLER_6_10,VPWR,li1,11.0400,29.9200,1.800000
FILLER_6_3,VPWR,li1,7.5900,29.9200,1.800000
FILLER_5_178,VPWR,li1,89.2400,24.4800,1.800000
FILLER_5_169,VPWR,li1,83.7200,24.4800,1.800000
FILLER_5_160,VPWR,li1,80.9600,24.4800,1.800000
FILLER_5_130,VPWR,li1,66.7000,24.4800,1.800000
FILLER_5_125,VPWR,li1,63.4800,24.4800,1.800000
FILLER_5_113,VPWR,li1,57.9600,24.4800,1.800000
FILLER_5_108,VPWR,li1,56.1200,24.4800,1.800000
FILLER_5_93,VPWR,li1,48.5300,24.4800,1.800000
FILLER_5_89,VPWR,li1,47.3800,24.4800,1.800000
FILLER_5_78,VPWR,li1,42.0900,24.4800,1.800000
FILLER_5_65,VPWR,li1,35.6500,24.4800,1.800000
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.800000
FILLER_5_44,VPWR,li1,26.2200,24.4800,1.800000
FILLER_5_15,VPWR,li1,14.2600,24.4800,1.800000
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_4_178,VPWR,li1,89.2400,24.4800,1.800000
FILLER_4_156,VPWR,li1,77.5100,24.4800,1.800000
FILLER_4_144,VPWR,li1,72.2200,24.4800,1.800000
FILLER_4_134,VPWR,li1,68.5400,24.4800,1.800000
FILLER_4_122,VPWR,li1,64.4000,24.4800,1.800000
FILLER_4_78,VPWR,li1,41.8600,24.4800,1.800000
FILLER_4_59,VPWR,li1,33.1200,24.4800,1.800000
FILLER_4_49,VPWR,li1,28.7500,24.4800,1.800000
FILLER_4_29,VPWR,li1,19.5500,24.4800,1.800000
FILLER_4_15,VPWR,li1,14.2600,24.4800,1.800000
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_3_174,VPWR,li1,88.3200,19.0400,1.800000
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.800000
FILLER_3_163,VPWR,li1,80.7300,19.0400,1.800000
FILLER_3_159,VPWR,li1,79.5800,19.0400,1.800000
FILLER_3_147,VPWR,li1,75.9000,19.0400,1.800000
FILLER_3_143,VPWR,li1,71.5300,19.0400,1.800000
FILLER_3_139,VPWR,li1,70.3800,19.0400,1.800000
FILLER_3_130,VPWR,li1,66.0100,19.0400,1.800000
FILLER_3_119,VPWR,li1,61.1800,19.0400,1.800000
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.800000
FILLER_3_103,VPWR,li1,54.7400,19.0400,1.800000
FILLER_3_94,VPWR,li1,49.6800,19.0400,1.800000
FILLER_3_86,VPWR,li1,46.0000,19.0400,1.800000
FILLER_3_79,VPWR,li1,42.0900,19.0400,1.800000
FILLER_3_48,VPWR,li1,28.2900,19.0400,1.800000
FILLER_3_23,VPWR,li1,16.7900,19.0400,1.800000
FILLER_3_15,VPWR,li1,14.2600,19.0400,1.800000
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_2_185,VPWR,li1,90.8500,19.0400,1.800000
FILLER_2_177,VPWR,li1,88.7800,19.0400,1.800000
