Reading timing models for corner min_ff_n40C_1v95…
Reading cell library for the 'min_ff_n40C_1v95' corner at '/home/thanh/.volare/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading top-level netlist at '/home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/132-yosys-synthesis/counter.nl.v'…
Linking design 'counter' from netlist…
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/132-yosys-synthesis/counter.nl.v line 405, module ram256x16 not found. Creating black box for mem_i.
Reading design constraints file at '/home/thanh/NCO/counter.sdc'…
Reading top-level design parasitics for the 'min_ff_n40C_1v95' corner at '/home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef'…
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5857, instance ANTENNA_mem_i_addr0\[0\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5862, net ANTENNA_mem_i_addr0\[0\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5863, mem_i not connected to net addr0[0].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5868, mem_i not connected to net addr0[0].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5869, net ANTENNA_mem_i_addr0\[0\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5875, instance ANTENNA_mem_i_addr0\[1\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5879, mem_i not connected to net addr0[1].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5880, net ANTENNA_mem_i_addr0\[1\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5886, net ANTENNA_mem_i_addr0\[1\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5887, mem_i not connected to net addr0[1].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5893, instance ANTENNA_mem_i_addr0\[2\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5897, mem_i not connected to net addr0[2].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5898, net ANTENNA_mem_i_addr0\[2\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5903, net ANTENNA_mem_i_addr0\[2\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5904, mem_i not connected to net addr0[2].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5910, instance ANTENNA_mem_i_addr0\[3\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5914, mem_i not connected to net addr0[3].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5915, net ANTENNA_mem_i_addr0\[3\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5921, net ANTENNA_mem_i_addr0\[3\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5922, mem_i not connected to net addr0[3].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5928, instance ANTENNA_mem_i_addr0\[4\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5932, mem_i not connected to net addr0[4].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5933, net ANTENNA_mem_i_addr0\[4\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5939, net ANTENNA_mem_i_addr0\[4\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5940, mem_i not connected to net addr0[4].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5946, instance ANTENNA_mem_i_addr0\[5\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5950, mem_i not connected to net addr0[5].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5951, net ANTENNA_mem_i_addr0\[5\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5953, net ANTENNA_mem_i_addr0\[5\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5953, net clknet_1_0__leaf_clk not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5959, net ANTENNA_mem_i_addr0\[5\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5960, mem_i not connected to net addr0[5].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5966, instance ANTENNA_mem_i_addr0\[6\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5970, mem_i not connected to net addr0[6].
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5971, net ANTENNA_mem_i_addr0\[6\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5973, net ANTENNA_mem_i_addr0\[6\] not found.
Warning: /home/thanh/NCO/runs/RUN_2025-03-04_07-10-12/125-openroad-rcx/min/counter.min.spef line 5973, net clknet_1_0__leaf_clk not found.
